,Audio,Class
2184,"[ 0.0165194   0.01511559  0.00157971 ... -0.06710538 -0.06490879
 -0.05490348]",drilling
2185,"[-0.00482753  0.06018198  0.17516749 ...  0.3627748   0.36372072
  0.45659333]",siren
2186,"[-0.01078052 -0.01425467 -0.01017058 ...  0.01045191  0.0100745
  0.01043284]",dog_bark
2187,"[-0.01759515 -0.02863587 -0.03076466 ...  0.02643225  0.0188541
  0.01251975]",dog_bark
2188,"[-0.07509182 -0.11778048 -0.12426327 ... -0.21701873 -0.20376582
 -0.22111096]",gun_shot
2189,"[-0.00395034 -0.00723128 -0.0115382  ... -0.0139265  -0.014591
 -0.0054007 ]",gun_shot
2190,"[-0.01135317 -0.01417157 -0.00251159 ... -0.01550736 -0.01574912
 -0.00612934]",dog_bark
2191,[0.00168771 0.00246057 0.00223218 ... 0.00248698 0.00053287 0.00125397],street_music
2192,"[ 0.07861912  0.11458926  0.08839573 ... -0.11354095 -0.10318711
 -0.09254391]",car_horn
2193,"[-0.06291191 -0.12380929 -0.16357824 ... -0.06364056 -0.044512
  0.00229105]",drilling
2194,"[-0.00431742  0.01590399  0.01294265 ...  0.00602757  0.00023355
 -0.01092084]",drilling
2195,"[-0.01762247 -0.02742496 -0.0269751  ...  0.01362688  0.0096229
  0.01624692]",children_playing
2196,[0.00704414 0.01015448 0.00743306 ... 0.01290254 0.00870269 0.00822882],children_playing
2197,"[ 0.0058023   0.00686602  0.00732787 ... -0.03976721 -0.0401667
 -0.04460059]",street_music
2198,"[-0.01783288 -0.02709603 -0.02566106 ... -0.00473339 -0.00722148
 -0.0104524 ]",jackhammer
2199,"[-0.02222628 -0.00274494 -0.01678231 ... -0.08681251  0.0007754
  0.00011387]",jackhammer
2200,"[ 0.01619704  0.03379552  0.04056391 ... -0.00057684  0.04827746
  0.15513977]",drilling
2201,"[-0.02577092 -0.06775762 -0.1037484  ...  0.03035414 -0.0263846
 -0.03195709]",gun_shot
2202,"[ 0.00717842 -0.01803649 -0.02978718 ... -0.13867551 -0.03851416
  0.07607929]",siren
2203,"[-0.02169087 -0.02044583 -0.02676196 ...  0.00745463  0.01921676
  0.01289668]",car_horn
2204,"[ 0.01565243  0.01847435  0.00689236 ...  0.01606459  0.01357296
 -0.0012162 ]",air_conditioner
2205,"[-0.00945323 -0.01827449 -0.01104528 ...  0.00484543 -0.02238293
 -0.05227935]",engine_idling
2206,"[-0.07428952 -0.11717423 -0.09411395 ... -0.04395631 -0.05409664
 -0.06946472]",jackhammer
2207,"[-0.00038578 -0.00030516 -0.00036709 ...  0.00052404  0.00024069
  0.00040107]",street_music
2208,"[ 0.06870027  0.11877403  0.13877267 ... -0.00691033 -0.01284972
  0.00597527]",gun_shot
2209,"[-0.02388863 -0.03072568 -0.0154619  ...  0.00803526  0.02779584
  0.07593098]",car_horn
2210,"[ 0.00883979  0.0123904   0.01046762 ... -0.02367548 -0.02127516
 -0.02116629]",air_conditioner
2211,"[-0.00026587 -0.00050514 -0.00060283 ... -0.01451296 -0.01694967
 -0.01874902]",air_conditioner
2212,"[-0.0238847  -0.03444805 -0.03163869 ... -0.05591501 -0.05176972
 -0.05709506]",air_conditioner
2213,"[ 0.00550717  0.01130166  0.01390341 ... -0.00151501  0.01153968
  0.01896906]",children_playing
2214,"[ 0.00751788 -0.03680383  0.00244805 ...  0.0219636   0.00393497
  0.03766821]",street_music
2215,"[ 0.09758913  0.14231813  0.07059532 ...  0.00563387 -0.04279156
 -0.04670829]",air_conditioner
2216,"[-5.7207755e-05 -1.3996288e-04 -1.4872244e-04 ...  4.3547218e-05
  1.6212811e-05  2.3298021e-06]",children_playing
2217,"[ 0.01129567  0.01709557  0.01124361 ... -0.00336704 -0.00370517
 -0.00402652]",car_horn
2218,"[-0.00022792 -0.00126696 -0.00169464 ...  0.00071162  0.00170117
  0.00320065]",gun_shot
2219,"[-0.00653424 -0.00897218 -0.00168179 ... -0.0023444  -0.00261854
 -0.00282289]",gun_shot
2220,"[ 8.1112303e-05  1.8549811e-03 -3.7284440e-04 ...  2.0390721e-02
  1.9149048e-02  1.8806266e-02]",drilling
2221,"[ 0.01902516  0.02624992 -0.01276428 ... -0.00555241 -0.01559539
  0.01130877]",gun_shot
2222,"[ 0.03746062  0.0624888   0.06533781 ... -0.07294202 -0.05587941
 -0.04793333]",siren
2223,"[-6.8346323e-03 -7.3503209e-03 -7.9415571e-03 ...  8.9595211e-05
 -1.6339961e-03 -1.3318594e-04]",air_conditioner
2224,"[-0.05420599 -0.08928326 -0.05469413 ...  0.03181249  0.02710364
  0.0225999 ]",air_conditioner
2225,"[-0.02563023 -0.04242109 -0.04135551 ... -0.03139484 -0.03957288
 -0.02827328]",drilling
2226,[0.00398509 0.0062759  0.00544456 ... 0.00096554 0.00123004 0.00234264],dog_bark
2227,"[ 0.01688673  0.01898779  0.01532425 ... -0.02948945 -0.01918736
 -0.01880817]",street_music
2228,"[-0.02739882 -0.03995938 -0.03437083 ... -0.04373178 -0.04482102
  0.        ]",dog_bark
2229,"[ 0.02661797  0.07992303  0.05674568 ...  0.00286619  0.0095818
 -0.00520988]",car_horn
2230,"[ 0.05031858  0.11897512  0.1372652  ... -0.02106704  0.01174489
  0.04310474]",jackhammer
2231,"[-0.02021153 -0.02104658 -0.01758201 ...  0.0136075   0.02213813
  0.01899508]",gun_shot
2232,"[-0.00082343 -0.00171428 -0.0019796  ...  0.01012576  0.01058679
  0.01924815]",jackhammer
2233,"[-0.0164569  -0.04135169 -0.056292   ... -0.08346142 -0.26829284
 -0.40905106]",street_music
2234,"[ 0.01182346  0.01727489  0.01475983 ... -0.00429759 -0.00439628
 -0.00450293]",children_playing
2235,"[-0.4698675  -0.92683077 -0.29514188 ... -0.68052304 -0.74693644
  0.        ]",jackhammer
2236,"[ 4.5243982e-04  4.1255844e-04  7.2774827e-05 ...  1.9355195e-04
 -1.1285572e-05 -1.4226117e-04]",street_music
2237,"[-0.03204592 -0.04846434 -0.03985587 ...  0.00353567  0.00490357
  0.0046442 ]",gun_shot
2238,"[ 0.01342846  0.00792401 -0.01872371 ...  0.02345932  0.04045483
  0.02449712]",gun_shot
2239,"[ 7.6816110e-03  8.7834755e-03  8.1645194e-03 ... -8.3086990e-05
 -7.3596944e-05 -5.0625869e-05]",gun_shot
2240,"[-7.54960347e-05 -1.18413322e-04 -1.20917364e-04 ...  1.48275882e-01
  1.47749543e-01  1.57355502e-01]",drilling
2241,"[-0.01185202  0.00239594  0.03025862 ... -0.01359141 -0.01359591
 -0.01352772]",jackhammer
2242,"[-0.01753077 -0.03289831 -0.02935485 ... -0.2421872  -0.22547945
 -0.2526872 ]",drilling
2243,"[ 0.01810505  0.02409641  0.02047013 ... -0.02569471 -0.02838215
 -0.03992672]",dog_bark
2244,"[ 0.01728702  0.03261102  0.02994274 ... -0.01868078 -0.01965092
  0.        ]",jackhammer
2245,"[-0.00293685  0.00113393  0.00214839 ...  0.00369867  0.00519531
  0.0033863 ]",gun_shot
2246,"[-0.004096   -0.00929196 -0.01342235 ...  0.39468175  0.4021833
  0.3587803 ]",siren
2247,"[ 0.00413433  0.00608     0.00545947 ... -0.00234094 -0.00249085
 -0.00150713]",street_music
2248,"[-0.23133722 -0.3088081  -0.21881208 ... -0.5126554  -0.07696022
 -0.00379489]",siren
2249,"[ 0.0239794   0.04158769  0.03247798 ... -0.03625627 -0.03985769
 -0.03199591]",jackhammer
2250,"[ 2.8924091e-04  7.1702199e-04  1.0845220e-03 ...  1.0562253e-03
  6.3570839e-04 -6.2545441e-06]",children_playing
2251,[0.000465   0.00084663 0.00106144 ... 0.02611057 0.01582782 0.00625535],drilling
2252,"[-0.06095073 -0.15947857 -0.20730767 ...  0.04460585  0.04617655
  0.08875096]",siren
2253,"[ 0.03106109  0.03791313  0.04962269 ...  0.11844237  0.17309535
 -0.05486579]",children_playing
2254,"[-2.7939677e-09 -2.9802322e-08 -2.9802322e-08 ...  5.6062369e-03
  6.7180060e-03  5.1565845e-03]",engine_idling
2255,[0.0156065  0.05843119 0.06225654 ... 0.01190474 0.10196134 0.1450599 ],air_conditioner
2256,"[-0.03812811 -0.04885731 -0.02779579 ...  0.02028201 -0.02062882
 -0.02670236]",children_playing
2257,"[ 0.01391574  0.02100808  0.01558289 ... -0.00273486  0.0016087
  0.0050585 ]",children_playing
2258,[0.00271058 0.0083009  0.01522234 ... 0.04935023 0.03801026 0.04531439],children_playing
2259,"[-0.10415051 -0.14135578 -0.10732699 ... -0.0261315  -0.02722848
 -0.02224637]",car_horn
2260,[ 0.         0.015625  -0.015625  ... -0.0078125 -0.0078125  0.015625 ],jackhammer
2261,"[-0.00434317  0.02002402  0.05790496 ... -0.1577851  -0.10894264
 -0.03898496]",gun_shot
2262,"[-0.19147989 -0.27246854 -0.12306459 ...  0.23948069  0.24769807
  0.17077324]",gun_shot
2263,"[ 0.00406271  0.00206843 -0.01569163 ... -0.00755641 -0.00582914
 -0.00048586]",drilling
2264,"[ 0.04207771  0.06145846  0.05531362 ... -0.01006026 -0.00966933
 -0.00993915]",drilling
2265,"[-0.07157024 -0.12189758 -0.05809629 ... -0.02875782  0.02091646
  0.05153163]",siren
2266,"[ 0.06456608  0.08522281  0.04006521 ... -0.06212885 -0.05589392
 -0.06583042]",car_horn
2267,"[ 0.01010105  0.01943223  0.018971   ... -0.12854746 -0.1314463
  0.        ]",siren
2268,"[-0.1829992  -0.25465882 -0.1984005  ...  0.05573142  0.06893824
  0.10378781]",drilling
2269,"[-0.0522988  -0.06036124 -0.02987388 ... -0.03775611 -0.04862082
 -0.04419451]",engine_idling
2270,"[-0.00575315  0.01766963  0.04914923 ...  0.04029706 -0.00364388
 -0.06066123]",jackhammer
2271,[0.10766293 0.12637466 0.04789785 ... 0.03537831 0.15280038 0.25695446],street_music
2272,"[-0.0065296   0.00902258 -0.06056615 ... -0.00579539  0.02373531
  0.04066905]",air_conditioner
2273,"[-6.1247498e-05  4.7244132e-05  3.4422707e-04 ... -1.3388100e-01
 -1.0645228e-01 -7.9895742e-02]",children_playing
2274,"[-0.04547355 -0.07457252 -0.10552536 ...  0.27327085  0.22708753
  0.1933774 ]",dog_bark
2275,"[-0.04784471  0.01322006  0.08174276 ... -0.00322398  0.00046634
 -0.04350571]",drilling
2276,"[-0.12797144 -0.17569442 -0.13632846 ...  0.05672634  0.06199867
  0.06845655]",engine_idling
2277,"[ 0.05236751  0.06027516  0.02465872 ... -0.01377031 -0.01202055
 -0.00668088]",dog_bark
2278,"[-0.04764647  0.12546778  0.18304381 ...  0.16717693 -0.04805807
 -0.0870573 ]",car_horn
2279,"[ 0.0142196  -0.0371995  -0.01587984 ... -0.00484102  0.00904672
 -0.01023397]",car_horn
2280,"[ 0.00244605  0.00891091  0.01577564 ... -0.00762948 -0.00898812
 -0.01157178]",siren
2281,"[-0.02379889 -0.10427008 -0.14836392 ... -0.04026802 -0.02955164
 -0.01910309]",car_horn
2282,"[-0.02369963 -0.007876   -0.05823677 ... -0.08660679 -0.09819552
 -0.04505604]",air_conditioner
2283,"[-0.1007056  -0.12384674 -0.07119542 ...  0.06945958  0.06705222
  0.06176175]",gun_shot
2284,"[ 0.02691241  0.03769649  0.02818028 ... -0.01078157 -0.01170002
 -0.01439364]",street_music
2285,"[-0.01110511  0.06685635  0.1353496  ... -0.07132351 -0.09209968
 -0.13291979]",siren
2286,"[ 0.1809335   0.29868928  0.30158457 ... -0.05680274 -0.1217843
 -0.05510153]",gun_shot
2287,"[ 0.14959721  0.15126804  0.06315233 ... -0.02431651 -0.00829466
  0.02490122]",dog_bark
2288,"[ 0.00232208  0.00014309 -0.00290417 ... -0.00688787 -0.00353601
 -0.00802913]",dog_bark
2289,"[ 0.01018378  0.01385515  0.01139439 ... -0.00100285  0.00107886
  0.00364848]",dog_bark
2290,"[-1.3969839e-09  9.3132257e-10 -9.3132257e-10 ...  7.4179187e-02
  6.7146733e-02  7.3919065e-02]",dog_bark
2291,"[-0.00061883  0.0014891   0.00017126 ... -0.02614898 -0.02708674
 -0.0371726 ]",engine_idling
2292,"[-0.08347799 -0.11490563 -0.07773335 ... -0.02876684 -0.05557693
 -0.04433037]",engine_idling
2293,"[-0.06871155 -0.10093996 -0.06852445 ... -0.19836624 -0.23135266
 -0.28258002]",children_playing
2294,[0.01051689 0.01497071 0.01053981 ... 0.01332538 0.01220615 0.01192911],jackhammer
2295,"[ 0.06879296  0.10596284  0.09280717 ... -0.15850934 -0.1519966
 -0.16764162]",air_conditioner
2296,"[ 0.20835596  0.3109726   0.25873217 ... -0.301825   -0.29283178
 -0.27909428]",engine_idling
2297,"[ 0.01102133  0.0466577   0.08458127 ... -0.05965772 -0.04924329
 -0.01437195]",car_horn
2298,"[-0.06168722 -0.08987679 -0.07797052 ... -0.14835036 -0.14107849
 -0.15275626]",gun_shot
2299,"[-0.04346818 -0.07112194 -0.06143247 ...  0.04685203  0.03089076
  0.03026563]",air_conditioner
2300,"[-0.0620486  -0.05689602  0.04161252 ...  0.29834929  0.39294442
  0.0046662 ]",car_horn
2301,[0.01999438 0.03170507 0.02924254 ... 0.07337084 0.07243329 0.07599211],siren
2302,[0.00445552 0.00603429 0.00499685 ... 0.3523     0.3054406  0.28325444],drilling
2303,"[ 0.00102354  0.00143816  0.00136791 ... -0.00428502 -0.00611612
 -0.00457072]",engine_idling
2304,[0.00316271 0.00556349 0.00535018 ... 0.00039631 0.00036975 0.00039025],drilling
2305,[0.0076889  0.00920854 0.01105559 ... 0.00631672 0.01784164 0.00913571],siren
2306,"[ 0.0013651  -0.00557435 -0.00725925 ...  0.00389452 -0.00465219
 -0.00188251]",engine_idling
2307,"[ 0.00818422  0.00906722  0.00537607 ... -0.00112503 -0.00092303
 -0.00092751]",siren
2308,"[-0.00321815 -0.00581977 -0.00625923 ...  0.03497123  0.01397721
 -0.01710333]",engine_idling
2309,"[-0.01120679 -0.00822114  0.00067492 ...  0.00144375  0.00094833
  0.00093024]",children_playing
2310,"[-0.03373013 -0.0513854  -0.00959023 ...  0.10708795  0.08661318
  0.06319404]",air_conditioner
2311,"[ 0.00547517  0.00969581  0.00854298 ... -0.00348875 -0.00792145
 -0.01577126]",engine_idling
2312,"[-0.00562096  0.00889879  0.01274071 ...  0.00129447 -0.01395184
 -0.02384369]",car_horn
2313,"[-0.04032006 -0.05030905 -0.03088101 ...  0.04000982  0.04856773
  0.06220124]",jackhammer
2314,"[-2.2118911e-09 -1.7462298e-09  9.3132257e-10 ... -3.1731452e-03
 -2.7370553e-03 -3.7191249e-03]",jackhammer
2315,"[ 0.03931908  0.04418297  0.03970738 ... -0.07345167 -0.07731825
 -0.07659544]",air_conditioner
2316,"[-0.10274486 -0.31560078 -0.3030434  ... -0.10370099 -0.10135157
 -0.21015379]",siren
2317,[0.07827666 0.08569859 0.03169324 ... 0.05658692 0.04422292 0.01385251],siren
2318,"[-0.02582982 -0.03797387 -0.03388757 ... -0.01834306 -0.01752912
 -0.01858677]",street_music
2319,"[ 0.00100303  0.00151678  0.00159746 ... -0.00112563 -0.00135918
 -0.00081729]",street_music
2320,"[-0.0270854  -0.0664011  -0.06306717 ... -0.1914446  -0.1708397
 -0.16310991]",engine_idling
2321,[0.04140222 0.05572979 0.03649011 ... 0.02089491 0.00159747 0.02846251],engine_idling
2322,"[-0.05577625 -0.07712193 -0.05773813 ... -0.04227613 -0.05643898
 -0.07142282]",air_conditioner
2323,"[ 0.00789846  0.01324876  0.01431925 ... -0.00097506 -0.00131251
 -0.00143499]",gun_shot
2324,"[ 0.00469826  0.01586394  0.02579129 ...  0.00320173 -0.01112777
  0.        ]",air_conditioner
2325,[0.00957483 0.00949632 0.09048033 ... 0.02754505 0.03269232 0.0112771 ],jackhammer
2326,"[ 0.00200504  0.00393397  0.00963726 ...  0.04736822 -0.01157133
 -0.06407395]",engine_idling
2327,"[ 0.00092311  0.01172143 -0.03854184 ...  0.04241174  0.04088444
  0.01143853]",drilling
2328,"[ 0.00091448  0.0013873   0.00117988 ... -0.00341089 -0.00246232
 -0.00108571]",gun_shot
2329,"[-5.8207661e-10 -2.3283064e-10 -1.1641532e-10 ... -5.4053136e-04
 -1.0252343e-03 -2.7530448e-04]",engine_idling
2330,"[-0.10945635 -0.17878486 -0.12079953 ... -0.06032025 -0.05345338
 -0.0601013 ]",engine_idling
2331,"[ 0.00412722 -0.02333006  0.05161218 ...  0.00697893 -0.0060217
 -0.00872308]",jackhammer
2332,"[ 0.02334195  0.02529164  0.00596112 ... -0.02800153 -0.02937445
 -0.03368624]",siren
2333,"[ 0.00084763  0.00085482  0.00063239 ... -0.24357416 -0.20988503
 -0.20624118]",siren
2334,"[-0.01186533 -0.01792417 -0.01897478 ... -0.00889378 -0.00497571
 -0.01348725]",gun_shot
2335,"[-0.10011503 -0.13460793 -0.13207401 ... -0.00083533 -0.03424929
 -0.08119518]",air_conditioner
2336,"[-0.01102552 -0.00544286  0.00409713 ... -0.01786392 -0.01990271
 -0.01763369]",children_playing
2337,[0.02560061 0.04875343 0.05324435 ... 0.02156269 0.02932474 0.04127126],street_music
2338,"[ 0.02154136  0.05187928  0.03077309 ... -0.06980132 -0.04648658
  0.0209937 ]",engine_idling
2339,"[ 0.00112759 -0.01196629 -0.0259384  ... -0.01960765 -0.01913895
 -0.0199091 ]",dog_bark
2340,[0.02436939 0.05982875 0.04280452 ... 0.01774681 0.02421225 0.03284375],dog_bark
2341,"[ 5.9743499e-05 -6.2702401e-03 -1.3632606e-02 ... -7.0586704e-02
 -4.0757015e-02 -7.0749454e-02]",drilling
2342,"[ 0.2508284   0.36433724  0.26718313 ... -0.0552458  -0.033874
 -0.0173695 ]",car_horn
2343,"[-0.23825167 -0.39211136 -0.33192605 ...  0.22393905  0.19048125
  0.17658424]",gun_shot
2344,"[ 0.11679152  0.15367946  0.13741387 ... -0.2514708  -0.13087161
  0.03747608]",engine_idling
2345,"[-0.03274442 -0.04068817 -0.01810042 ... -0.15123162 -0.08577022
 -0.11050831]",street_music
2346,"[ 0.00415271  0.01601547  0.0092801  ... -0.00297348  0.02721437
  0.05509059]",dog_bark
2347,"[ 0.33436427  0.4404733   0.2712519  ... -0.4248522  -0.38126695
 -0.27918184]",engine_idling
2348,"[ 0.00087865 -0.00750356 -0.01361462 ... -0.00431788  0.00626212
 -0.0008323 ]",car_horn
2349,"[ 4.6566129e-10  0.0000000e+00  4.6566129e-10 ... -2.9373856e-04
  7.5387722e-04 -1.6055314e-03]",drilling
2350,"[ 0.02303704  0.0563163   0.08192602 ...  0.02472302  0.00140716
 -0.01822869]",siren
2351,"[ 0.01644687  0.02815099  0.01589973 ... -0.051525   -0.05326216
 -0.04539738]",engine_idling
2352,"[ 2.3157778e-03  2.7894499e-03  9.1108205e-03 ...  1.2187836e-03
 -1.1662736e-03  5.5479668e-05]",car_horn
2353,"[ 0.00562177 -0.00699031 -0.01319525 ...  0.01234303  0.01837989
  0.02263142]",jackhammer
2354,"[-0.01496322 -0.07583235 -0.04132469 ...  0.09565018  0.09769793
  0.09952918]",siren
2355,"[-0.03523984 -0.02833059  0.01090413 ...  0.0174399   0.02338568
  0.03470922]",dog_bark
2356,"[-0.08862755 -0.0699304  -0.11285438 ... -0.00269882 -0.07219741
 -0.0400929 ]",children_playing
2357,"[-0.06537538 -0.0774157  -0.03978382 ...  0.20592165  0.19312784
  0.18841809]",dog_bark
2358,[0.01741098 0.02339949 0.02481747 ... 0.02838426 0.01812393 0.00510435],drilling
2359,"[ 0.05918824  0.10763171  0.06537835 ... -0.0005292   0.00222081
 -0.00072162]",car_horn
2360,[0.00698547 0.01914479 0.02770373 ... 0.12588608 0.2057184  0.04812282],air_conditioner
2361,"[ 0.03671579  0.03162777 -0.00390262 ... -0.06131944 -0.05788714
 -0.0565368 ]",engine_idling
2362,"[ 0.14350155  0.20679475  0.15704016 ... -0.00224532  0.00054203
  0.00947695]",dog_bark
2363,"[-0.11949144 -0.20945045 -0.08657776 ...  0.02029471  0.04295056
  0.07572281]",car_horn
2364,"[ 0.01380709  0.01430946 -0.00057756 ...  0.038389    0.04299337
  0.06142144]",jackhammer
2365,"[ 0.0180933   0.0263265   0.06127272 ... -0.04326297 -0.04192056
 -0.04581498]",drilling
2366,"[ 0.0000000e+00  1.1641532e-10  2.3283064e-10 ... -7.9498515e-03
 -7.7366987e-03 -8.0531817e-03]",street_music
2367,"[ 0.00148313  0.0039643   0.00592352 ... -0.00616478 -0.00719275
 -0.0034042 ]",car_horn
2368,"[-0.00047715 -0.00347452 -0.006893   ...  0.09878129  0.09518999
  0.10578261]",air_conditioner
2369,"[-0.00609639 -0.0082438  -0.00931052 ...  0.00094124  0.01283619
  0.01691282]",air_conditioner
2370,"[ 0.0111201   0.02183335  0.02718486 ... -0.01968389 -0.01763064
 -0.011503  ]",street_music
2371,"[-0.01725538 -0.0230244  -0.0187794  ...  0.0029157   0.00255161
  0.00064085]",gun_shot
2372,"[-0.3334933  -0.48976946 -0.4196962  ...  0.12849993  0.11064933
  0.10944933]",engine_idling
2373,"[-0.01569715 -0.01942557 -0.01901287 ...  0.03547582  0.02039385
  0.02000388]",children_playing
2374,"[-0.00080325 -0.00029952 -0.00045584 ... -0.00226872 -0.0022704
 -0.00257437]",air_conditioner
2375,"[-0.00934532  0.00182462  0.01362497 ... -0.05240808 -0.07838283
 -0.10980187]",drilling
2376,"[ 0.02148591  0.04730945  0.03169885 ... -0.01871391  0.12134294
  0.15345019]",dog_bark
2377,"[-0.00653746  0.01474977  0.03530439 ...  0.00085588  0.01036311
  0.02432456]",drilling
2378,"[ 0.0625407   0.06453694  0.02869597 ... -0.01469737 -0.03306635
 -0.05495302]",engine_idling
2379,"[-0.00086391 -0.00229132 -0.00435559 ... -0.0073931  -0.00619597
 -0.00639111]",dog_bark
2380,"[-0.02597402  0.02677244  0.04522968 ...  0.00722309  0.00719275
  0.00798735]",car_horn
2381,[0.05878827 0.12175888 0.12155327 ... 0.01544567 0.04574215 0.09109153],engine_idling
2382,[0.0138001  0.02113773 0.0138127  ... 0.00288843 0.00085372 0.0014689 ],children_playing
2383,"[ 0.04140997  0.0714172   0.058745   ... -0.12325951 -0.12510252
  0.        ]",air_conditioner
2384,"[-0.00229574 -0.02114188 -0.00657415 ...  0.04603204  0.04201416
  0.02128598]",car_horn
2385,"[ 0.00282752  0.00504061  0.00486504 ... -0.01810282 -0.01851511
 -0.0192804 ]",street_music
2386,[0.03069388 0.04409625 0.03898437 ... 0.02631382 0.02365795 0.026803  ],jackhammer
2387,"[-3.8286904e-04 -1.6425487e-03  4.8007350e-06 ... -5.4365229e-03
 -3.6942614e-03 -8.2226424e-03]",dog_bark
2388,"[ 0.00712231  0.04615738  0.03699375 ... -0.06358217 -0.06667192
  0.01709835]",dog_bark
2389,[0.00808564 0.01296331 0.0126616  ... 0.01012047 0.010677   0.0122475 ],air_conditioner
2390,"[-0.05854543 -0.09642384 -0.08660901 ...  0.05145217  0.06097137
  0.07125054]",street_music
2391,"[-0.0055138  -0.01061315 -0.00431765 ...  0.04146791  0.06078096
  0.06024926]",gun_shot
2392,"[-0.00925308 -0.00902782  0.00463308 ...  0.09507401  0.08059761
  0.08765545]",siren
2393,"[-0.0118834  -0.01274058 -0.01013651 ... -0.06865615 -0.0755356
 -0.04823244]",street_music
